,p_id,name,price,colour,brand_name,ratingCount,avg_rating,brand_id
12124,17600230.0,Kinder Kids Girls Pink & Orange Printed Ready to Wear Cotton Lehenga,2050.0,Pink,kinder kids,184.47941042394774,4.101225865898192,471
12125,17600228.0,Kinder Kids Girls Pink & Orange Printed Ready to Wear Cotton Lehenga,2300.0,Pink,kinder kids,184.47941042394774,4.101225865898192,471
12126,17600220.0,Kinder Kids Girls Blue Kota Printed Cotton Lehenga With Embroidered Choli,2100.0,Blue,kinder kids,184.47941042394774,4.101225865898192,471
12127,17600212.0,Kinder Kids Girls Blue & Green Printed Foil Print Ready to Wear Cotton Lehenga,2050.0,Blue,kinder kids,184.47941042394774,4.101225865898192,471
12128,17877834.0,Miaz Lifestyle Women Mustard & White Basic Jumpsuit,1299.0,Mustard,miaz lifestyle,5.0,5.0,568
12129,14404380.0,Miaz Lifestyle Yellow & Red Viscose Rayon Mandarin Collar Embroidered Tunic,999.0,Yellow,miaz lifestyle,184.47941042394774,4.101225865898192,568
12130,17904760.0,Miaz Lifestyle White & Blue Printed Leheriya Dupatta,899.0,White,miaz lifestyle,184.47941042394774,4.101225865898192,568
12131,14091748.0,Miaz Lifestyle Women Black Solid Pencil Midi Skirt,999.0,Black,miaz lifestyle,38.0,3.947368421,568
12132,15140588.0,Miaz Lifestyle Women White Ethnic Motifs Embroidered Palazzos,1399.0,White,miaz lifestyle,258.0,3.934108527,568
12133,15523562.0,Miaz Lifestyle Women White & Beige Pack of 2 Floral Embroidered Flared Palazzos,2499.0,White,miaz lifestyle,184.47941042394774,4.101225865898192,568
12134,17962548.0,Miaz Lifestyle Off White Embroidered  Chikankari Cotton Silk Dupatta,1899.0,Off White,miaz lifestyle,184.47941042394774,4.101225865898192,568
12135,13113308.0,Miaz Lifestyle Women White Embroidered Straight Fit Palazzos,999.0,White,miaz lifestyle,66.0,3.863636364,568
